EntryID	OrganismName	Kingdom	SequenceLength	HelixDomain
Q9H9D4	Homo sapiens	Metazoa	720	False
Q9NRY2	Homo sapiens	Metazoa	104	False
Q9NX70	Homo sapiens	Metazoa	200	False
Q9NXE8	Homo sapiens	Metazoa	425	False
Q9NY74	Homo sapiens	Metazoa	926	False
Q9P013	Homo sapiens	Metazoa	229	False
Q9UDW3	Homo sapiens	Metazoa	170	False
Q9UGR2	Homo sapiens	Metazoa	977	False
Q9UHX1	Homo sapiens	Metazoa	559	False
Q9UIL8	Homo sapiens	Metazoa	331	False
Q9UK33	Homo sapiens	Metazoa	172	False
Q9UK99	Homo sapiens	Metazoa	471	False
Q9UKL0	Homo sapiens	Metazoa	485	False
Q9UKN8	Homo sapiens	Metazoa	822	False
Q9ULV3	Homo sapiens	Metazoa	898	False
Q9UQ84	Homo sapiens	Metazoa	846	False
Q9Y253	Homo sapiens	Metazoa	713	False
Q9Y5N6	Homo sapiens	Metazoa	252	False
Q9Y6X0	Homo sapiens	Metazoa	1596	False
Q13501	Homo sapiens	Metazoa	440	False
Q5TA50	Homo sapiens	Metazoa	214	False
P09118	Rattus norvegicus	Metazoa	303	False
P11930	Mus musculus	Metazoa	357	False
Q08558	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	271	False
Q6IQ55	Homo sapiens	Metazoa	1244	False
O23299	Arabidopsis thaliana	Viridiplantae	240	False
O23722	Arabidopsis thaliana	Viridiplantae	412	False
P97852	Rattus norvegicus	Metazoa	735	False
Q62924	Rattus norvegicus	Metazoa	1129	False
A0PJY2	Homo sapiens	Metazoa	475	False
A1L167	Homo sapiens	Metazoa	161	False
A6NKF2	Homo sapiens	Metazoa	412	False
O00287	Homo sapiens	Metazoa	272	False
O43290	Homo sapiens	Metazoa	800	False
O43313	Homo sapiens	Metazoa	823	False
O60293	Homo sapiens	Metazoa	1989	False
O60504	Homo sapiens	Metazoa	671	False
O75971	Homo sapiens	Metazoa	98	False
O76064	Homo sapiens	Metazoa	485	False
O94782	Homo sapiens	Metazoa	785	False
O95218	Homo sapiens	Metazoa	330	False
O95751	Homo sapiens	Metazoa	146	False
O95948	Homo sapiens	Metazoa	504	False
P0C1Z6	Homo sapiens	Metazoa	253	False
P19447	Homo sapiens	Metazoa	782	False
P23511	Homo sapiens	Metazoa	347	False
P26358	Homo sapiens	Metazoa	1616	False
P27707	Homo sapiens	Metazoa	260	False
P29692	Homo sapiens	Metazoa	281	False
P31942	Homo sapiens	Metazoa	346	False
P36402	Homo sapiens	Metazoa	384	False
P41223	Homo sapiens	Metazoa	144	False
P50548	Homo sapiens	Metazoa	548	False
P51948	Homo sapiens	Metazoa	309	False
P52655	Homo sapiens	Metazoa	376	False
P54725	Homo sapiens	Metazoa	363	False
P56282	Homo sapiens	Metazoa	527	False
P61244	Homo sapiens	Metazoa	160	False
Q13495	Homo sapiens	Metazoa	774	False
Q13889	Homo sapiens	Metazoa	308	False
Q14159	Homo sapiens	Metazoa	915	False
Q15562	Homo sapiens	Metazoa	447	False
Q15697	Homo sapiens	Metazoa	407	False
Q5M775	Homo sapiens	Metazoa	1068	False
Q5QGS0	Homo sapiens	Metazoa	1516	False
Q5VTR2	Homo sapiens	Metazoa	975	False
Q6B0I6	Homo sapiens	Metazoa	523	False
Q6IEG0	Homo sapiens	Metazoa	339	False
Q6W2J9	Homo sapiens	Metazoa	1755	False
Q6ZN18	Homo sapiens	Metazoa	517	False
Q7Z6K1	Homo sapiens	Metazoa	395	False
Q86UQ0	Homo sapiens	Metazoa	364	False
Q86V15	Homo sapiens	Metazoa	1759	False
Q86WQ0	Homo sapiens	Metazoa	139	False
Q86XK3	Homo sapiens	Metazoa	245	False
Q86YC2	Homo sapiens	Metazoa	1186	False
Q8IYW5	Homo sapiens	Metazoa	571	False
Q8N1G1	Homo sapiens	Metazoa	1221	False
Q8N5A5	Homo sapiens	Metazoa	531	False
Q8N5F7	Homo sapiens	Metazoa	415	False
Q8N895	Homo sapiens	Metazoa	744	False
Q8NB91	Homo sapiens	Metazoa	859	False
Q8NHV9	Homo sapiens	Metazoa	184	False
Q8TAT5	Homo sapiens	Metazoa	605	False
Q8WV22	Homo sapiens	Metazoa	266	False
Q8WVC0	Homo sapiens	Metazoa	666	False
Q969G3	Homo sapiens	Metazoa	411	False
Q96BN2	Homo sapiens	Metazoa	335	False
Q96D98	Homo sapiens	Metazoa	161	False
Q96DI7	Homo sapiens	Metazoa	357	False
Q96KM6	Homo sapiens	Metazoa	892	False
Q96P16	Homo sapiens	Metazoa	312	False
Q96PN7	Homo sapiens	Metazoa	1200	False
Q96SY0	Homo sapiens	Metazoa	518	False
Q9BRD0	Homo sapiens	Metazoa	619	False
Q9BTL3	Homo sapiens	Metazoa	118	False
Q9BUV0	Homo sapiens	Metazoa	290	False
Q9BV90	Homo sapiens	Metazoa	132	False
Q9BXL8	Homo sapiens	Metazoa	241	False
Q9BXV9	Homo sapiens	Metazoa	100	False
Q9BYN7	Homo sapiens	Metazoa	854	False
Q9H0E9	Homo sapiens	Metazoa	1235	False
Q9H0F5	Homo sapiens	Metazoa	515	False
Q9H1D9	Homo sapiens	Metazoa	316	False
Q9H582	Homo sapiens	Metazoa	1327	False
Q9H5J8	Homo sapiens	Metazoa	278	False
Q9H5V7	Homo sapiens	Metazoa	419	False
Q9H5Z6	Homo sapiens	Metazoa	455	False
Q9H875	Homo sapiens	Metazoa	184	False
Q9UBC1	Homo sapiens	Metazoa	381	False
Q9UHV7	Homo sapiens	Metazoa	2174	False
Q9UJX5	Homo sapiens	Metazoa	808	False
Q9ULJ3	Homo sapiens	Metazoa	1066	False
Q9UNA4	Homo sapiens	Metazoa	740	False
Q9UNN5	Homo sapiens	Metazoa	650	False
O14981	Homo sapiens	Metazoa	1849	False
O60671	Homo sapiens	Metazoa	282	False
O75506	Homo sapiens	Metazoa	76	False
O75528	Homo sapiens	Metazoa	432	False
O75575	Homo sapiens	Metazoa	148	False
P10914	Homo sapiens	Metazoa	325	False
P18847	Homo sapiens	Metazoa	181	False
P25208	Homo sapiens	Metazoa	207	False
P29083	Homo sapiens	Metazoa	439	False
P29374	Homo sapiens	Metazoa	1257	False
P33240	Homo sapiens	Metazoa	577	False
P35244	Homo sapiens	Metazoa	121	False
P35269	Homo sapiens	Metazoa	517	False
P41161	Homo sapiens	Metazoa	510	False
P48382	Homo sapiens	Metazoa	616	False
P48552	Homo sapiens	Metazoa	1158	False
P55081	Homo sapiens	Metazoa	439	False
Q01543	Homo sapiens	Metazoa	452	False
Q02080	Homo sapiens	Metazoa	365	False
Q05519	Homo sapiens	Metazoa	484	False
Q08050	Homo sapiens	Metazoa	763	False
Q13156	Homo sapiens	Metazoa	261	False
Q13487	Homo sapiens	Metazoa	334	False
Q13950	Homo sapiens	Metazoa	521	False
Q15022	Homo sapiens	Metazoa	739	False
Q15424	Homo sapiens	Metazoa	915	False
Q53HV7	Homo sapiens	Metazoa	270	False
Q53TQ3	Homo sapiens	Metazoa	1027	False
Q5H9F3	Homo sapiens	Metazoa	1785	False
Q69YI7	Homo sapiens	Metazoa	327	False
Q6NXG1	Homo sapiens	Metazoa	681	False
Q6P1X5	Homo sapiens	Metazoa	1199	False
Q6P4F7	Homo sapiens	Metazoa	1023	False
Q6UB98	Homo sapiens	Metazoa	2062	False
Q70Z53	Homo sapiens	Metazoa	315	False
Q7Z3E1	Homo sapiens	Metazoa	657	False
Q7Z5Q5	Homo sapiens	Metazoa	900	False
Q86XI2	Homo sapiens	Metazoa	1143	False
Q8IUR6	Homo sapiens	Metazoa	639	False
Q8IV76	Homo sapiens	Metazoa	773	False
Q8IX15	Homo sapiens	Metazoa	550	False
Q8IY92	Homo sapiens	Metazoa	1834	False
Q8N5Y2	Homo sapiens	Metazoa	521	False
Q8WUA4	Homo sapiens	Metazoa	911	False
Q8WVY7	Homo sapiens	Metazoa	318	False
Q8WYA6	Homo sapiens	Metazoa	563	False
Q92733	Homo sapiens	Metazoa	491	False
Q92917	Homo sapiens	Metazoa	476	False
Q92989	Homo sapiens	Metazoa	425	False
Q96AH0	Homo sapiens	Metazoa	204	False
Q96B23	Homo sapiens	Metazoa	404	False
Q96DB2	Homo sapiens	Metazoa	347	False
Q96JB3	Homo sapiens	Metazoa	615	False
Q96JP5	Homo sapiens	Metazoa	570	False
Q96KS0	Homo sapiens	Metazoa	407	False
Q96L50	Homo sapiens	Metazoa	414	False
Q96MH2	Homo sapiens	Metazoa	286	False
Q96N77	Homo sapiens	Metazoa	438	False
Q96SI1	Homo sapiens	Metazoa	283	False
Q96T68	Homo sapiens	Metazoa	719	False
Q99583	Homo sapiens	Metazoa	582	False
Q99929	Homo sapiens	Metazoa	193	False
Q9BQ65	Homo sapiens	Metazoa	265	False
Q9BQ87	Homo sapiens	Metazoa	522	False
Q9BW71	Homo sapiens	Metazoa	556	False
Q9BY66	Homo sapiens	Metazoa	1539	False
Q9H147	Homo sapiens	Metazoa	329	False
Q9H4Q4	Homo sapiens	Metazoa	367	False
Q9H4Z3	Homo sapiens	Metazoa	704	False
Q9HAW0	Homo sapiens	Metazoa	419	False
Q9HB96	Homo sapiens	Metazoa	536	False
Q9HCU8	Homo sapiens	Metazoa	107	False
Q9NPJ6	Homo sapiens	Metazoa	270	False
Q9NQ92	Homo sapiens	Metazoa	184	False
Q9NV56	Homo sapiens	Metazoa	204	False
Q9NVU0	Homo sapiens	Metazoa	708	False
Q9NZC9	Homo sapiens	Metazoa	954	False
Q9NZQ3	Homo sapiens	Metazoa	722	False
Q9UBE0	Homo sapiens	Metazoa	346	False
Q9UFW8	Homo sapiens	Metazoa	167	False
Q9UIG0	Homo sapiens	Metazoa	1483	False
Q9Y4X0	Homo sapiens	Metazoa	333	False
Q9Y4Z0	Homo sapiens	Metazoa	139	False
Q9Y5A7	Homo sapiens	Metazoa	615	False
Q9Y5Q9	Homo sapiens	Metazoa	886	False
Q9Y6J0	Homo sapiens	Metazoa	2220	False
Q86YD1	Homo sapiens	Metazoa	416	False
Q15436	Homo sapiens	Metazoa	765	False
A8MZ59	Homo sapiens	Metazoa	198	False
O14867	Homo sapiens	Metazoa	736	False
O15014	Homo sapiens	Metazoa	1411	False
O43829	Homo sapiens	Metazoa	449	False
O75592	Homo sapiens	Metazoa	4678	False
O94851	Homo sapiens	Metazoa	1957	False
O94864	Homo sapiens	Metazoa	414	False
O94888	Homo sapiens	Metazoa	489	False
O95104	Homo sapiens	Metazoa	1147	False
O95926	Homo sapiens	Metazoa	243	False
P09234	Homo sapiens	Metazoa	159	False
P24522	Homo sapiens	Metazoa	165	False
P28324	Homo sapiens	Metazoa	431	False
P36957	Homo sapiens	Metazoa	453	False
P49335	Homo sapiens	Metazoa	361	False
P49917	Homo sapiens	Metazoa	911	False
P61218	Homo sapiens	Metazoa	127	False
P83369	Homo sapiens	Metazoa	360	False
Q09666	Homo sapiens	Metazoa	5890	False
Q12789	Homo sapiens	Metazoa	2109	False
Q12952	Homo sapiens	Metazoa	345	False
Q12986	Homo sapiens	Metazoa	1120	False
Q13356	Homo sapiens	Metazoa	520	False
Q13562	Homo sapiens	Metazoa	356	False
Q14209	Homo sapiens	Metazoa	437	False
Q14241	Homo sapiens	Metazoa	772	False
Q15029	Homo sapiens	Metazoa	972	False
Q15170	Homo sapiens	Metazoa	159	False
Q15428	Homo sapiens	Metazoa	464	False
Q15637	Homo sapiens	Metazoa	639	False
Q15916	Homo sapiens	Metazoa	424	False
Q5TB30	Homo sapiens	Metazoa	811	False
Q5VWG9	Homo sapiens	Metazoa	929	False
Q659A1	Homo sapiens	Metazoa	982	False
Q68CP9	Homo sapiens	Metazoa	1835	False
Q68DK7	Homo sapiens	Metazoa	614	False
Q6NZ36	Homo sapiens	Metazoa	180	False
Q6P1J9	Homo sapiens	Metazoa	531	False
Q6P2C8	Homo sapiens	Metazoa	311	False
Q6PJP8	Homo sapiens	Metazoa	1040	False
Q6UWZ7	Homo sapiens	Metazoa	409	False
Q86VZ6	Homo sapiens	Metazoa	243	False
Q86W42	Homo sapiens	Metazoa	341	False
Q86Y97	Homo sapiens	Metazoa	462	False
Q8N635	Homo sapiens	Metazoa	442	False
Q8NAV1	Homo sapiens	Metazoa	312	False
Q8TEA8	Homo sapiens	Metazoa	209	False
Q8TEK3	Homo sapiens	Metazoa	1537	False
Q8WUU5	Homo sapiens	Metazoa	269	False
Q8WX92	Homo sapiens	Metazoa	580	False
Q8WXE1	Homo sapiens	Metazoa	791	False
Q8WZ42	Homo sapiens	Metazoa	34350	False
Q92565	Homo sapiens	Metazoa	580	False
Q92759	Homo sapiens	Metazoa	462	False
Q969S2	Homo sapiens	Metazoa	332	False
Q96A72	Homo sapiens	Metazoa	148	False
Q96JN0	Homo sapiens	Metazoa	433	False
Q96M94	Homo sapiens	Metazoa	604	False
Q96PZ0	Homo sapiens	Metazoa	661	False
Q96QT6	Homo sapiens	Metazoa	1004	False
Q96ST2	Homo sapiens	Metazoa	819	False
Q99990	Homo sapiens	Metazoa	258	False
Q9BQA5	Homo sapiens	Metazoa	517	False
Q9BTF0	Homo sapiens	Metazoa	503	False
Q9BUU2	Homo sapiens	Metazoa	404	False
Q9BWC9	Homo sapiens	Metazoa	280	False
Q9BY27	Homo sapiens	Metazoa	220	False
Q9GZR1	Homo sapiens	Metazoa	1112	False
Q9H3F6	Homo sapiens	Metazoa	313	False
Q9H3P2	Homo sapiens	Metazoa	528	False
Q9H8M2	Homo sapiens	Metazoa	597	False
Q9H9A7	Homo sapiens	Metazoa	625	False
Q9HCS7	Homo sapiens	Metazoa	855	False
Q9NPI8	Homo sapiens	Metazoa	374	False
Q9NQ31	Homo sapiens	Metazoa	210	False
Q9NQV6	Homo sapiens	Metazoa	1147	False
Q9NZC4	Homo sapiens	Metazoa	300	False
Q9UBP6	Homo sapiens	Metazoa	276	False
Q9UHH9	Homo sapiens	Metazoa	426	False
Q9UI36	Homo sapiens	Metazoa	758	False
Q9UID6	Homo sapiens	Metazoa	485	False
Q9UL49	Homo sapiens	Metazoa	500	False
Q9Y5Q8	Homo sapiens	Metazoa	519	False
Q9Y6W3	Homo sapiens	Metazoa	813	False
O96759	Dictyostelium discoideum	Other	611	False
P38998	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	373	False
Q20992	Caenorhabditis elegans	Metazoa	667	False
Q9S7E9	Arabidopsis thaliana	Viridiplantae	481	False
Q9S850	Arabidopsis thaliana	Viridiplantae	393	False
P49903	Homo sapiens	Metazoa	392	False
P07332	Homo sapiens	Metazoa	822	False
Q9Y6I9	Homo sapiens	Metazoa	313	False
O96000	Homo sapiens	Metazoa	172	False
Q16891	Homo sapiens	Metazoa	758	True
Q5XKP0	Homo sapiens	Metazoa	118	True
Q86UT6	Homo sapiens	Metazoa	975	False
Q96KR6	Homo sapiens	Metazoa	192	False
Q9H3K2	Homo sapiens	Metazoa	345	True
Q9Y3E5	Homo sapiens	Metazoa	179	True
Q9Y5U8	Homo sapiens	Metazoa	109	True
O14880	Homo sapiens	Metazoa	152	True
O43819	Homo sapiens	Metazoa	266	True
P0CG48	Homo sapiens	Metazoa	685	False
Q16611	Homo sapiens	Metazoa	211	False
Q7KZN9	Homo sapiens	Metazoa	410	True
Q8N5M1	Homo sapiens	Metazoa	289	False
Q96AG3	Homo sapiens	Metazoa	418	False
Q96LL9	Homo sapiens	Metazoa	226	False
Q9H1U9	Homo sapiens	Metazoa	297	False
Q6PI48	Homo sapiens	Metazoa	645	False
Q9H902	Homo sapiens	Metazoa	201	True
P40337	Homo sapiens	Metazoa	213	False
Q80UF7	Mus musculus	Metazoa	732	False
Q9D3F7	Mus musculus	Metazoa	229	False
Q96PX9	Homo sapiens	Metazoa	1627	False
A2A9C3	Mus musculus	Metazoa	3431	False
A2AKK5	Mus musculus	Metazoa	416	False
G5EDP2	Caenorhabditis elegans	Metazoa	412	False
P57093	Rattus norvegicus	Metazoa	338	False
Q12524	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	340	False
Q8BGC4	Mus musculus	Metazoa	377	False
Q8VZD4	Arabidopsis thaliana	Viridiplantae	709	False
A6NK89	Homo sapiens	Metazoa	507	False
P23508	Homo sapiens	Metazoa	829	False
Q5TEU4	Homo sapiens	Metazoa	345	False
Q96CU9	Homo sapiens	Metazoa	486	True
Q96GZ6	Homo sapiens	Metazoa	507	True
Q9BZJ4	Homo sapiens	Metazoa	359	False
Q8NFG4	Homo sapiens	Metazoa	579	False
Q9UMX3	Homo sapiens	Metazoa	212	False
Q9Y5Z9	Homo sapiens	Metazoa	338	True
Q61425	Mus musculus	Metazoa	314	False
Q9VAW5	Drosophila melanogaster	Metazoa	1673	False
O94826	Homo sapiens	Metazoa	608	True
P18859	Homo sapiens	Metazoa	108	False
Q15388	Homo sapiens	Metazoa	145	True
Q6P4A7	Homo sapiens	Metazoa	337	False
Q8TD22	Homo sapiens	Metazoa	340	False
Q92934	Homo sapiens	Metazoa	168	False
Q96B49	Homo sapiens	Metazoa	74	False
Q9Y2Z9	Homo sapiens	Metazoa	468	False
Q9Y241	Homo sapiens	Metazoa	93	True
O15027	Homo sapiens	Metazoa	2357	False
Q8WV41	Homo sapiens	Metazoa	574	False
O95847	Homo sapiens	Metazoa	323	False
Q5RI15	Homo sapiens	Metazoa	118	True
Q7L4E1	Homo sapiens	Metazoa	593	True
Q8N5G0	Homo sapiens	Metazoa	67	True
Q9BU61	Homo sapiens	Metazoa	184	False
Q9NVA1	Homo sapiens	Metazoa	299	False
Q9P0S2	Homo sapiens	Metazoa	106	True
Q94AT3	Arabidopsis thaliana	Viridiplantae	378	False
Q12887	Homo sapiens	Metazoa	443	False
P40305	Homo sapiens	Metazoa	122	True
O75131	Homo sapiens	Metazoa	537	False
Q9NPL8	Homo sapiens	Metazoa	285	True
Q93008	Homo sapiens	Metazoa	2554	False
A9UHW6	Homo sapiens	Metazoa	222	False
O14503	Homo sapiens	Metazoa	412	False
O14519	Homo sapiens	Metazoa	115	False
O43719	Homo sapiens	Metazoa	755	False
O43913	Homo sapiens	Metazoa	435	False
O60941	Homo sapiens	Metazoa	627	False
O76075	Homo sapiens	Metazoa	338	False
O94993	Homo sapiens	Metazoa	753	False
O95905	Homo sapiens	Metazoa	644	False
P04080	Homo sapiens	Metazoa	98	False
P13489	Homo sapiens	Metazoa	461	False
P16989	Homo sapiens	Metazoa	372	False
P31949	Homo sapiens	Metazoa	105	False
P49842	Homo sapiens	Metazoa	254	False
P53804	Homo sapiens	Metazoa	2025	False
P54845	Homo sapiens	Metazoa	237	False
P55263	Homo sapiens	Metazoa	362	False
P62952	Homo sapiens	Metazoa	87	True
P68036	Homo sapiens	Metazoa	154	False
Q00341	Homo sapiens	Metazoa	1268	False
Q01892	Homo sapiens	Metazoa	262	False
Q0PNE2	Homo sapiens	Metazoa	266	False
Q0VD86	Homo sapiens	Metazoa	236	False
Q12830	Homo sapiens	Metazoa	3046	False
Q13309	Homo sapiens	Metazoa	424	False
Q14140	Homo sapiens	Metazoa	314	False
Q15326	Homo sapiens	Metazoa	602	False
Q16629	Homo sapiens	Metazoa	238	False
Q56P42	Homo sapiens	Metazoa	97	False
Q5H9R7	Homo sapiens	Metazoa	873	False
Q5TCS8	Homo sapiens	Metazoa	1911	False
Q68E01	Homo sapiens	Metazoa	1043	False
Q6DN90	Homo sapiens	Metazoa	963	False
Q6IBW4	Homo sapiens	Metazoa	605	False
Q6P2D8	Homo sapiens	Metazoa	792	False
Q6PGP7	Homo sapiens	Metazoa	1564	False
Q6PJG6	Homo sapiens	Metazoa	821	False
Q6ZRQ5	Homo sapiens	Metazoa	1243	False
Q86W50	Homo sapiens	Metazoa	562	False
Q8IYR2	Homo sapiens	Metazoa	804	False
Q8NAG6	Homo sapiens	Metazoa	615	False
Q8NB78	Homo sapiens	Metazoa	822	False
Q8NEZ5	Homo sapiens	Metazoa	403	False
Q8TCY9	Homo sapiens	Metazoa	931	False
Q8TE02	Homo sapiens	Metazoa	300	False
Q8TF63	Homo sapiens	Metazoa	244	False
Q8WUF5	Homo sapiens	Metazoa	828	False
Q92945	Homo sapiens	Metazoa	711	False
Q96B26	Homo sapiens	Metazoa	276	False
Q96DN6	Homo sapiens	Metazoa	1003	False
Q96LD4	Homo sapiens	Metazoa	638	False
Q96LI6	Homo sapiens	Metazoa	401	False
Q96MB7	Homo sapiens	Metazoa	349	False
Q99615	Homo sapiens	Metazoa	494	False
Q99836	Homo sapiens	Metazoa	296	False
Q9BT23	Homo sapiens	Metazoa	127	False
Q9BVN2	Homo sapiens	Metazoa	902	False
Q9BWT1	Homo sapiens	Metazoa	371	False
Q9BWU0	Homo sapiens	Metazoa	742	False
Q9BZZ5	Homo sapiens	Metazoa	524	False
Q9GZS3	Homo sapiens	Metazoa	305	False
Q9GZZ1	Homo sapiens	Metazoa	169	False
Q9H063	Homo sapiens	Metazoa	256	False
Q9H0A8	Homo sapiens	Metazoa	199	False
Q9H1E3	Homo sapiens	Metazoa	243	False
Q9H3K6	Homo sapiens	Metazoa	86	False
Q9HAV4	Homo sapiens	Metazoa	1204	False
Q9HB71	Homo sapiens	Metazoa	228	False
Q9NR90	Homo sapiens	Metazoa	486	False
Q9NS73	Homo sapiens	Metazoa	344	False
Q9NUK0	Homo sapiens	Metazoa	354	False
Q9NWU2	Homo sapiens	Metazoa	228	False
Q9NWV8	Homo sapiens	Metazoa	329	False
Q9NX08	Homo sapiens	Metazoa	183	False
Q9NX55	Homo sapiens	Metazoa	121	False
Q9NYG5	Homo sapiens	Metazoa	84	False
Q9P0R6	Homo sapiens	Metazoa	139	False
Q9P127	Homo sapiens	Metazoa	313	False
Q9UH92	Homo sapiens	Metazoa	298	False
Q9UIA9	Homo sapiens	Metazoa	1087	False
Q9UJQ4	Homo sapiens	Metazoa	1053	False
Q9UK73	Homo sapiens	Metazoa	627	False
Q9ULR3	Homo sapiens	Metazoa	514	False
Q9UNE7	Homo sapiens	Metazoa	303	False
Q9UNS2	Homo sapiens	Metazoa	423	False
Q9UPR3	Homo sapiens	Metazoa	1016	False
Q9Y252	Homo sapiens	Metazoa	685	False
Q9Y2B4	Homo sapiens	Metazoa	290	False
Q9Y2M2	Homo sapiens	Metazoa	375	False
Q9Y3V2	Homo sapiens	Metazoa	267	False
Q9Y508	Homo sapiens	Metazoa	228	False
Q9Y6K9	Homo sapiens	Metazoa	419	False
P04637	Homo sapiens	Metazoa	393	False
Q9NVT9	Homo sapiens	Metazoa	282	False
H0YL14	Homo sapiens	Metazoa	139	True
O15287	Homo sapiens	Metazoa	622	False
O75832	Homo sapiens	Metazoa	226	False
O94761	Homo sapiens	Metazoa	1208	False
O95163	Homo sapiens	Metazoa	1332	False
O95273	Homo sapiens	Metazoa	360	False
P40692	Homo sapiens	Metazoa	756	False
P43246	Homo sapiens	Metazoa	934	False
P48595	Homo sapiens	Metazoa	397	False
P51610	Homo sapiens	Metazoa	2035	False
Q03468	Homo sapiens	Metazoa	1493	False
Q14676	Homo sapiens	Metazoa	2089	False
Q147X3	Homo sapiens	Metazoa	362	False
Q15466	Homo sapiens	Metazoa	257	False
Q15796	Homo sapiens	Metazoa	467	False
Q16186	Homo sapiens	Metazoa	407	False
Q3KRA9	Homo sapiens	Metazoa	238	False
Q53H47	Homo sapiens	Metazoa	684	False
Q56A73	Homo sapiens	Metazoa	249	False
Q56NI9	Homo sapiens	Metazoa	601	False
Q5PRF9	Homo sapiens	Metazoa	694	False
Q5TAQ9	Homo sapiens	Metazoa	597	False
Q6PRD7	Homo sapiens	Metazoa	247	False
Q86V97	Homo sapiens	Metazoa	674	False
Q8IUR7	Homo sapiens	Metazoa	673	False
Q8IWL8	Homo sapiens	Metazoa	128	False
Q8IY22	Homo sapiens	Metazoa	773	False
Q8N1G0	Homo sapiens	Metazoa	1237	False
Q8N684	Homo sapiens	Metazoa	471	False
Q8NBA8	Homo sapiens	Metazoa	298	False
Q8TDG4	Homo sapiens	Metazoa	1101	False
Q92466	Homo sapiens	Metazoa	427	False
Q96AP4	Homo sapiens	Metazoa	578	False
Q96EB1	Homo sapiens	Metazoa	424	False
Q96EV2	Homo sapiens	Metazoa	1170	False
Q96HR8	Homo sapiens	Metazoa	494	False
Q96IU4	Homo sapiens	Metazoa	210	False
Q96P70	Homo sapiens	Metazoa	1041	False
Q96QC0	Homo sapiens	Metazoa	940	False
Q96RN5	Homo sapiens	Metazoa	788	False
Q96RS6	Homo sapiens	Metazoa	583	False
Q96S44	Homo sapiens	Metazoa	253	False
Q96SW2	Homo sapiens	Metazoa	442	False
Q9BXJ9	Homo sapiens	Metazoa	866	False
Q9H1J1	Homo sapiens	Metazoa	476	False
Q9H4B6	Homo sapiens	Metazoa	383	False
Q9H6Z4	Homo sapiens	Metazoa	567	False
Q9H8W5	Homo sapiens	Metazoa	580	False
Q9HB75	Homo sapiens	Metazoa	910	False
Q9NWY4	Homo sapiens	Metazoa	346	False
Q9NZN9	Homo sapiens	Metazoa	384	False
Q9P1Z0	Homo sapiens	Metazoa	1013	False
Q9UBD5	Homo sapiens	Metazoa	711	False
Q9Y2I8	Homo sapiens	Metazoa	494	False
Q9Y314	Homo sapiens	Metazoa	301	False
Q9Y3F4	Homo sapiens	Metazoa	350	False
Q9BUK6	Homo sapiens	Metazoa	570	False
P07195	Homo sapiens	Metazoa	334	False
O43396	Homo sapiens	Metazoa	289	False
O60674	Homo sapiens	Metazoa	1132	False
O75179	Homo sapiens	Metazoa	2603	False
O94916	Homo sapiens	Metazoa	1531	False
O95376	Homo sapiens	Metazoa	493	False
P02489	Homo sapiens	Metazoa	173	False
P0C5Y9	Homo sapiens	Metazoa	115	False
P14618	Homo sapiens	Metazoa	531	False
P18887	Homo sapiens	Metazoa	633	False
P28074	Homo sapiens	Metazoa	263	False
P29144	Homo sapiens	Metazoa	1249	False
P35869	Homo sapiens	Metazoa	848	False
P55039	Homo sapiens	Metazoa	364	False
P60002	Homo sapiens	Metazoa	83	False
P60323	Homo sapiens	Metazoa	173	False
P62861	Homo sapiens	Metazoa	133	False
Q01804	Homo sapiens	Metazoa	1114	False
Q14674	Homo sapiens	Metazoa	2120	False
Q15649	Homo sapiens	Metazoa	155	False
Q3YEC7	Homo sapiens	Metazoa	729	False
Q4AE62	Homo sapiens	Metazoa	458	False
Q52LJ0	Homo sapiens	Metazoa	433	False
Q59H18	Homo sapiens	Metazoa	835	False
Q5HYK7	Homo sapiens	Metazoa	790	False
Q5VTB9	Homo sapiens	Metazoa	566	False
Q5VZV1	Homo sapiens	Metazoa	264	False
Q6I9Y2	Homo sapiens	Metazoa	204	False
Q6IQ49	Homo sapiens	Metazoa	451	False
Q6PCT2	Homo sapiens	Metazoa	694	False
Q6PI77	Homo sapiens	Metazoa	547	False
Q6PID8	Homo sapiens	Metazoa	442	False
Q7Z4G1	Homo sapiens	Metazoa	85	False
Q7Z7F0	Homo sapiens	Metazoa	614	False
Q86V20	Homo sapiens	Metazoa	835	False
Q86XK2	Homo sapiens	Metazoa	927	False
Q8IUH3	Homo sapiens	Metazoa	476	False
Q8IWY9	Homo sapiens	Metazoa	1227	False
Q8N108	Homo sapiens	Metazoa	512	False
Q8N140	Homo sapiens	Metazoa	333	False
Q8N196	Homo sapiens	Metazoa	739	False
Q8N371	Homo sapiens	Metazoa	416	False
Q8NI27	Homo sapiens	Metazoa	1593	False
Q8TBZ3	Homo sapiens	Metazoa	569	False
Q8TD19	Homo sapiens	Metazoa	979	False
Q8WXU2	Homo sapiens	Metazoa	420	False
Q92540	Homo sapiens	Metazoa	1137	False
Q92750	Homo sapiens	Metazoa	862	False
Q969P5	Homo sapiens	Metazoa	355	False
Q96HW7	Homo sapiens	Metazoa	963	False
Q96IZ0	Homo sapiens	Metazoa	340	False
